from_coordinate,from_taz,to_coordinate,to_taz,departure_time
36.148231 -86.8027738999999,4703700000445,36.140998 -86.813493,4703700000453,1516632406967
36.148231 -86.8027738999999,4703700000445,36.141969 -86.806068,4703700000448,1516631750688
36.1449174 -86.800417,4703700000445,36.140998 -86.813493,4703700000453,1516632279870
36.0726307 -86.8991449,4703700000563,36.143494 -86.811862,4703700000453,1516631808189
36.061516 -86.687358,4703700000658,36.143494 -86.811862,4703700000453,1516633162063
36.061516 -86.687358,4703700000658,36.140998 -86.813493,4703700000453,1516629931604
36.1515616999999 -86.7836047999999,4703700000724,36.140998 -86.813493,4703700000453,1516632028180
36.1515616999999 -86.7836047999999,4703700000724,36.144672 -86.803064,4703700000445,1516632882720
36.1449174 -86.800417,4703700000445,36.143494 -86.811862,4703700000453,1516632702007
36.1449174 -86.800417,4703700000445,36.141969 -86.806068,4703700000448,1516629786455
36.1449174 -86.800417,4703700000445,36.140998 -86.813493,4703700000453,1516631570994
36.069383 -86.855554,4703700000587,36.144672 -86.803064,4703700000445,1516630164009
36.069383 -86.855554,4703700000587,36.140998 -86.813493,4703700000453,1516629907191
36.152532 -86.784533,4703700000716,36.141969 -86.806068,4703700000448,1516630258156
36.152532 -86.784533,4703700000716,36.145816 -86.799116,4703700000434,1516632448663
36.0732429 -86.9286979,4703700000578,36.140998 -86.813493,4703700000453,1516630287780
36.082164 -86.9337,4703700000557,36.143494 -86.811862,4703700000453,1516631693674
36.1421339 -86.8024303999999,4703700000447,36.140998 -86.813493,4703700000453,1516632145364
36.0873405 -87.0038872,4703700000554,36.145816 -86.799116,4703700000434,1516630544937
36.0873405 -87.0038872,4703700000554,36.140998 -86.813493,4703700000453,1516631532125
36.1428097999999 -86.8570218999999,4703700000528,36.141969 -86.806068,4703700000448,1516632768235
36.0643703 -86.9153189,4703700000563,36.144672 -86.803064,4703700000445,1516631003069
36.1622095 -86.78086,4703700000736,36.144672 -86.803064,4703700000445,1516631720536
36.1622095 -86.78086,4703700000736,36.141969 -86.806068,4703700000448,1516631279693
36.119606 -86.791399,4703700000466,36.141969 -86.806068,4703700000448,1516631237430
36.119606 -86.791399,4703700000466,36.141969 -86.806068,4703700000448,1516631062273
36.119606 -86.791399,4703700000466,36.143494 -86.811862,4703700000453,1516630341885
36.119606 -86.791399,4703700000466,36.140998 -86.813493,4703700000453,1516632556408
36.1143449 -86.9175238999999,4703700000542,36.141969 -86.806068,4703700000448,1516631543612
36.1143449 -86.9175238999999,4703700000542,36.141969 -86.806068,4703700000448,1516631507574
36.118876 -86.879146,4703700000535,36.145816 -86.799116,4703700000434,1516631554856
36.103565 -86.7197379999999,4703700000491,36.141969 -86.806068,4703700000448,1516631690125
36.103565 -86.7197379999999,4703700000491,36.141969 -86.806068,4703700000448,1516629882440
36.1300799 -86.8198359,4703700000456,36.145816 -86.799116,4703700000434,1516629754451
36.0452751 -86.9750636999999,4703700000573,36.145816 -86.799116,4703700000434,1516632313245
36.0452751 -86.9750636999999,4703700000573,36.143494 -86.811862,4703700000453,1516631938158
36.079446 -86.817583,4703700000589,36.145816 -86.799116,4703700000434,1516629646579
36.049111 -86.700161,4703700000661,36.141969 -86.806068,4703700000448,1516631442019
36.049111 -86.700161,4703700000661,36.143494 -86.811862,4703700000453,1516632277944
36.049111 -86.700161,4703700000661,36.140998 -86.813493,4703700000453,1516631953863
36.049111 -86.700161,4703700000661,36.143494 -86.811862,4703700000453,1516631255026
36.049111 -86.700161,4703700000661,36.144672 -86.803064,4703700000445,1516631998436
36.12624 -86.805862,4703700000468,36.145816 -86.799116,4703700000434,1516631132784
36.12624 -86.805862,4703700000468,36.143494 -86.811862,4703700000453,1516629962960
36.12624 -86.805862,4703700000468,36.145816 -86.799116,4703700000434,1516629884612
36.1433749 -86.7965285,4703700000431,36.140998 -86.813493,4703700000453,1516631407291
36.032846 -86.966287,4703700000567,36.141969 -86.806068,4703700000448,1516632379870
36.032846 -86.966287,4703700000567,36.140998 -86.813493,4703700000453,1516630031128
36.032846 -86.966287,4703700000567,36.145816 -86.799116,4703700000434,1516632227872
36.032846 -86.966287,4703700000567,36.141969 -86.806068,4703700000448,1516630755108
36.1817135 -86.7934264,4703700000699,36.145816 -86.799116,4703700000434,1516631943623
36.1817135 -86.7934264,4703700000699,36.143494 -86.811862,4703700000453,1516631356626
36.1443245 -86.8061192,4703700000445,36.143494 -86.811862,4703700000453,1516631878874
36.1474972 -86.838726,4703700000222,36.144672 -86.803064,4703700000445,1516631379950
36.1464368 -86.8479505999999,4703700000225,36.144672 -86.803064,4703700000445,1516630176832
36.1464368 -86.8479505999999,4703700000225,36.143494 -86.811862,4703700000453,1516631108016
36.1357952 -86.8051392,4703700000462,36.143494 -86.811862,4703700000453,1516632335069
36.1466963 -86.8007657,4703700000445,36.140998 -86.813493,4703700000453,1516631799988
36.148231 -86.8027738999999,4703700000445,36.140998 -86.813493,4703700000453,1516632127949
36.148231 -86.8027738999999,4703700000445,36.141969 -86.806068,4703700000448,1516633035661
36.097444 -86.814446,4703700000520,36.141969 -86.806068,4703700000448,1516631863212
36.097444 -86.814446,4703700000520,36.141969 -86.806068,4703700000448,1516632639719
36.1481898 -86.7955939,4703700000433,36.141969 -86.806068,4703700000448,1516630371325
36.1199677 -86.7444292,4703700000486,36.143494 -86.811862,4703700000453,1516632607322
36.1199677 -86.7444292,4703700000486,36.144672 -86.803064,4703700000445,1516630259174
36.082353 -87.0195045999999,4703700000554,36.143494 -86.811862,4703700000453,1516632964945
36.082353 -87.0195045999999,4703700000554,36.143494 -86.811862,4703700000453,1516630011804
36.1036209 -86.809198,4703700000512,36.140998 -86.813493,4703700000453,1516629903196
36.1036209 -86.809198,4703700000512,36.143494 -86.811862,4703700000453,1516632498462
36.1090649 -86.7990976,4703700000507,36.143494 -86.811862,4703700000453,1516631862669
36.071196 -86.853619,4703700000587,36.141969 -86.806068,4703700000448,1516632906004
36.071196 -86.853619,4703700000587,36.143494 -86.811862,4703700000453,1516632557741
36.082353 -87.0195045999999,4703700000554,36.143494 -86.811862,4703700000453,1516632103397
36.082353 -87.0195045999999,4703700000554,36.141969 -86.806068,4703700000448,1516631179078
36.123184 -86.844547,4703700000527,36.140998 -86.813493,4703700000453,1516630034807
36.123184 -86.844547,4703700000527,36.143494 -86.811862,4703700000453,1516629929767
36.1386276 -86.8060251,4703700000448,36.143494 -86.811862,4703700000453,1516629633977
36.2122389 -86.72612,4703700000143,36.141969 -86.806068,4703700000448,1516629876760
36.2122389 -86.72612,4703700000143,36.144672 -86.803064,4703700000445,1516630249594
36.1961749 -86.8044585999999,4703700000235,36.141969 -86.806068,4703700000448,1516632924888
36.114586 -86.787065,4703700000508,36.144672 -86.803064,4703700000445,1516629938045
36.114586 -86.787065,4703700000508,36.140998 -86.813493,4703700000453,1516631281006
36.218645 -86.592951,4703700000285,36.145816 -86.799116,4703700000434,1516632953370
36.216656 -86.711153,4703700000141,36.145816 -86.799116,4703700000434,1516633198764
36.1421339 -86.8024303999999,4703700000447,36.144672 -86.803064,4703700000445,1516629821043
36.1421339 -86.8024303999999,4703700000447,36.144672 -86.803064,4703700000445,1516630338948
36.1921019 -86.6391381999999,4703700000290,36.144672 -86.803064,4703700000445,1516630774295
36.142033 -86.840582,4703700000224,36.145816 -86.799116,4703700000434,1516632835017
36.044735 -86.764007,4703700000605,36.145816 -86.799116,4703700000434,1516633143735
36.0727325999999 -86.9624085999999,4703700000575,36.140998 -86.813493,4703700000453,1516629809601
36.1466963 -86.8007657,4703700000445,36.145816 -86.799116,4703700000434,1516633190578
36.0190188 -86.7149359,4703700000674,36.141969 -86.806068,4703700000448,1516630209380
36.0190188 -86.7149359,4703700000674,36.140998 -86.813493,4703700000453,1516631564780
36.108615 -86.8315609,4703700000513,36.143494 -86.811862,4703700000453,1516630446306
36.1369132 -86.7762056,4703700000426,36.144672 -86.803064,4703700000445,1516630404975
36.1369132 -86.7762056,4703700000426,36.141969 -86.806068,4703700000448,1516632495161
36.1167749 -86.852244,4703700000580,36.143494 -86.811862,4703700000453,1516630135559
36.117874 -86.784505,4703700000476,36.144672 -86.803064,4703700000445,1516629984295
36.208483 -86.711719,4703700000161,36.143494 -86.811862,4703700000453,1516631926106
36.208483 -86.711719,4703700000161,36.140998 -86.813493,4703700000453,1516630940349
36.1481438 -86.8000764,4703700000445,36.140998 -86.813493,4703700000453,1516630495907
36.094236 -86.818384,4703700000520,36.141969 -86.806068,4703700000448,1516630159242
36.1390165 -86.7969244,4703700000436,36.140998 -86.813493,4703700000453,1516629862428
36.120635 -86.7999593,4703700000467,36.144672 -86.803064,4703700000445,1516631913932
36.120635 -86.7999593,4703700000467,36.140998 -86.813493,4703700000453,1516631258258
36.1645859 -86.7783822999999,4703700000743,36.143494 -86.811862,4703700000453,1516629867273
36.1719316 -86.7586451999999,4703700000683,36.145816 -86.799116,4703700000434,1516630508785
36.108615 -86.8315609,4703700000513,36.145816 -86.799116,4703700000434,1516631314351
36.1300799 -86.8198359,4703700000456,36.144672 -86.803064,4703700000445,1516630165987
36.1492525 -86.7990617999999,4703700000713,36.140998 -86.813493,4703700000453,1516630668814
36.1492525 -86.7990617999999,4703700000713,36.144672 -86.803064,4703700000445,1516630878109
36.096644 -86.784297,4703700000499,36.141969 -86.806068,4703700000448,1516631787893
36.137374 -86.868253,4703700000531,36.140998 -86.813493,4703700000453,1516631398423
36.137374 -86.868253,4703700000531,36.141969 -86.806068,4703700000448,1516631702240
36.1286016 -86.8004893999999,4703700000465,36.143494 -86.811862,4703700000453,1516631581360
36.1286016 -86.8004893999999,4703700000465,36.140998 -86.813493,4703700000453,1516633076871
36.1847179 -86.7949170999999,4703700000700,36.145816 -86.799116,4703700000434,1516631099069
36.132379 -86.787404,4703700000471,36.141969 -86.806068,4703700000448,1516630941361
36.132379 -86.787404,4703700000471,36.145816 -86.799116,4703700000434,1516629626877
36.132379 -86.787404,4703700000471,36.140998 -86.813493,4703700000453,1516631406118
36.097506 -86.87143,4703700000584,36.145816 -86.799116,4703700000434,1516629833964
36.148231 -86.8027738999999,4703700000445,36.144672 -86.803064,4703700000445,1516631816714
36.1449174 -86.800417,4703700000445,36.141969 -86.806068,4703700000448,1516631106833
36.1449174 -86.800417,4703700000445,36.144672 -86.803064,4703700000445,1516631191048
36.1449174 -86.800417,4703700000445,36.141969 -86.806068,4703700000448,1516633169679
36.0371428 -86.6376645,4703700000387,36.143494 -86.811862,4703700000453,1516633046981
36.227147 -86.714764,4703700000139,36.141969 -86.806068,4703700000448,1516630400176
36.227147 -86.714764,4703700000139,36.143494 -86.811862,4703700000453,1516632561301
36.1449174 -86.800417,4703700000445,36.144672 -86.803064,4703700000445,1516631509860
36.1449174 -86.800417,4703700000445,36.144672 -86.803064,4703700000445,1516631981348
36.08979 -86.945846,4703700000552,36.144672 -86.803064,4703700000445,1516633147570
36.08979 -86.945846,4703700000552,36.144672 -86.803064,4703700000445,1516631829129
36.08979 -86.945846,4703700000552,36.143494 -86.811862,4703700000453,1516631940169
36.08979 -86.945846,4703700000552,36.143494 -86.811862,4703700000453,1516630160619
36.1282702 -86.8189385,4703700000455,36.144672 -86.803064,4703700000445,1516632871377
36.1282702 -86.8189385,4703700000455,36.144672 -86.803064,4703700000445,1516629828236
36.148231 -86.8027738999999,4703700000445,36.140998 -86.813493,4703700000453,1516630098045
36.1440949 -86.8020902,4703700000445,36.140998 -86.813493,4703700000453,1516631991956
36.1440949 -86.8020902,4703700000445,36.143494 -86.811862,4703700000453,1516631346658
36.1440949 -86.8020902,4703700000445,36.144672 -86.803064,4703700000445,1516630696056
36.1816553 -86.7468296999999,4703700000182,36.143494 -86.811862,4703700000453,1516633013340
36.1499025 -86.8003951,4703700000713,36.141969 -86.806068,4703700000448,1516630344098
36.1499025 -86.8003951,4703700000713,36.144672 -86.803064,4703700000445,1516629635753
36.1499025 -86.8003951,4703700000713,36.140998 -86.813493,4703700000453,1516632835690
36.1499025 -86.8003951,4703700000713,36.144672 -86.803064,4703700000445,1516630400132
36.082023 -86.807802,4703700000589,36.144672 -86.803064,4703700000445,1516630250022
36.103436 -86.7949639,4703700000501,36.141969 -86.806068,4703700000448,1516632323908
36.135827 -86.781983,4703700000425,36.144672 -86.803064,4703700000445,1516631929757
36.184432 -86.594907,4703700000367,36.141969 -86.806068,4703700000448,1516631400084
36.184432 -86.594907,4703700000367,36.143494 -86.811862,4703700000453,1516629957653
36.184432 -86.594907,4703700000367,36.140998 -86.813493,4703700000453,1516630099514
36.184432 -86.594907,4703700000367,36.141969 -86.806068,4703700000448,1516631894914
36.118893 -86.81326,4703700000521,36.144672 -86.803064,4703700000445,1516629642832
36.12885 -86.779959,4703700000470,36.144672 -86.803064,4703700000445,1516631461675
36.1429254 -86.8308462,4703700000222,36.141969 -86.806068,4703700000448,1516632835224
36.1429254 -86.8308462,4703700000222,36.144672 -86.803064,4703700000445,1516629802365
36.1479544 -86.8013598,4703700000445,36.144672 -86.803064,4703700000445,1516633001303
36.1479544 -86.8013598,4703700000445,36.144672 -86.803064,4703700000445,1516630848790
36.1417651 -86.7968791,4703700000431,36.143494 -86.811862,4703700000453,1516630591701
36.0547899 -86.9723719,4703700000572,36.145816 -86.799116,4703700000434,1516632700245
36.0547899 -86.9723719,4703700000572,36.144672 -86.803064,4703700000445,1516631981665
36.0547899 -86.9723719,4703700000572,36.143494 -86.811862,4703700000453,1516631655220
36.0547899 -86.9723719,4703700000572,36.140998 -86.813493,4703700000453,1516630042816
36.1847806 -86.7277817,4703700000168,36.144672 -86.803064,4703700000445,1516631916221
36.1847806 -86.7277817,4703700000168,36.145816 -86.799116,4703700000434,1516630536235
36.1449174 -86.800417,4703700000445,36.143494 -86.811862,4703700000453,1516631501485
36.134177 -86.812535,4703700000464,36.145816 -86.799116,4703700000434,1516632087674
36.118496 -86.78103,4703700000476,36.145816 -86.799116,4703700000434,1516632762459
36.1178488 -86.7792211,4703700000476,36.145816 -86.799116,4703700000434,1516632384384
36.024021 -86.993698,4703700000553,36.145816 -86.799116,4703700000434,1516630884431
36.210465 -86.726907,4703700000143,36.145816 -86.799116,4703700000434,1516631521380
36.210465 -86.726907,4703700000143,36.141969 -86.806068,4703700000448,1516632009277
36.148231 -86.8027738999999,4703700000445,36.145816 -86.799116,4703700000434,1516631559051
36.129225 -86.8132679,4703700000469,36.143494 -86.811862,4703700000453,1516629603205
36.129225 -86.8132679,4703700000469,36.143494 -86.811862,4703700000453,1516630572766
36.129225 -86.8132679,4703700000469,36.144672 -86.803064,4703700000445,1516632113928
36.2023126 -86.7658453,4703700000152,36.140998 -86.813493,4703700000453,1516632861011
36.2023126 -86.7658453,4703700000152,36.141969 -86.806068,4703700000448,1516633033549
36.064829 -86.76154,4703700000598,36.143494 -86.811862,4703700000453,1516630036377
